B7_016,F_020,M_F,B3_007,B7_015,F_019,L1_001,M_B7
11.658643,12.868032,8.4162875,2.874114,4.970689,3.964543,6.389481,8.314666
10.815562,13.276602,8.299969,2.398275,4.750652,3.323336,6.551163,7.783107
10.918631,13.072317,8.277977,3.032726,4.640634,3.483637,6.551163,7.7796325
10.075551,12.868032,8.1491175,2.874114,4.530615,3.430203,6.173904,7.303083
10.180936,11.744464,7.5339,3.032726,3.870504,3.323336,5.958328,7.02572
11.024016,12.765889,8.098046,3.614307,3.375421,3.430203,5.958328,7.1997185
10.604792,12.561604,8.0226205,3.614307,4.20056,3.483637,5.904433,7.402676
10.604792,12.153034,7.7649015,3.032726,3.870504,3.376769,6.173904,7.237648
11.553257,11.744464,7.7209185,3.191339,4.14555,3.697373,6.173904,7.8494035
11.237102,11.948749,7.796344,3.191339,4.14555,3.643939,6.066116,7.691326
11.869412,12.868032,8.2025515,3.402823,3.980523,3.537071,6.281692,7.9249675
11.658642,12.765889,8.204914,3.772919,4.20056,3.643939,6.173904,7.929601
11.974797,12.663747,8.127126,2.979856,4.310578,3.590505,5.581069,8.1426875
10.290953,12.765889,8.071329,3.614307,3.980523,3.376769,5.958328,7.135738
10.501723,12.868032,8.4964385,3.085597,4.20056,4.124845,6.227798,7.3511415
10.501723,12.868032,8.4964385,3.085597,4.20056,4.124845,6.227798,7.3511415
10.080183,11.846607,7.798707,3.720048,4.20056,3.750807,6.389481,7.1403715
10.817878,12.357319,8.214365,3.455693,3.815495,4.071411,6.874528,7.3166865
11.134033,11.642322,8.0438855,3.508564,4.750652,4.445449,7.143998,7.9423425
11.134033,12.561604,8.3966585,3.032726,4.860671,4.231713,6.658951,7.997352
11.450189,13.378744,8.8853795,3.772919,4.365588,4.392015,7.090104,7.9078885
10.607108,13.174459,8.8901045,2.979855,4.365588,4.60575,7.359575,7.486348
11.344804,12.868032,8.817042,3.931532,5.190726,4.766052,6.658951,8.267765
13.13635,12.970174,8.814679,3.667177,5.025699,4.659184,6.874528,9.0810245
12.714809,14.298027,9.4786055,4.090144,5.080708,4.659184,7.521257,8.8977585
13.452505,13.685172,9.0653105,3.772919,5.6308,4.445449,7.197893,9.5416525
14.084815,14.298027,9.5053225,3.720048,5.740819,4.712618,7.575151,9.912817
13.452505,14.604454,9.551668,4.037273,6.070874,4.498882,8.006304,9.7616895
11.871729,14.502312,9.847918,4.301628,6.015865,5.193524,7.521257,8.943797
11.028648,12.765889,8.8995555,4.301628,4.805662,5.033222,7.844622,7.917155
11.660959,13.583029,9.3615595,3.772919,5.68581,5.14009,7.68294,8.6733845
13.241735,13.991599,9.7528635,4.460241,5.410763,5.514128,8.060199,9.326249
13.030964,14.093742,9.884086,3.931532,5.6308,5.67443,8.221881,9.330882
14.506355,14.706597,10.0569285,3.878661,6.180893,5.40726,7.95241,10.343624
14.506355,15.217309,10.4725865,4.618853,6.510948,5.727864,7.629046,10.5086515
15.665591,15.217309,10.5794545,4.301628,6.290911,5.9416,8.922505,10.978251
16.719441,15.728022,10.781377,4.724595,6.070874,5.834732,8.167987,11.3951575
17.667907,14.706597,10.2973815,4.671724,6.125884,5.888166,8.329669,11.8968955
17.562522,15.217309,10.5794545,4.513112,6.40093,5.9416,8.706928,11.981726
17.878677,14.910882,10.479675,4.671724,7.226068,6.048468,8.59914,12.5523725
18.827142,16.238734,11.3840535,4.883208,7.501115,6.529373,9.299763,13.1641285
18.089447,16.340877,11.30154,4.724595,7.776161,6.262203,9.245869,12.932804
18.089447,16.647304,11.5081875,4.98895,7.611133,6.369071,9.784811,12.85029
17.140982,16.545162,11.6975695,5.147563,8.381263,6.849977,9.461446,12.7611225
18.932528,17.362302,12.1061395,5.253304,7.941189,6.849977,9.784811,13.4368585
18.827143,17.260159,12.055068,5.411917,8.931355,6.849977,9.946493,13.879249
19.775608,18.179442,12.8620305,5.464788,9.426438,7.544619,10.108175,14.601023
21.039237,20.119188,13.8319035,5.464788,9.426438,7.544619,10.108175,15.2328375
21.776933,19.199906,13.2119605,5.411917,9.371428,7.224015,10.162069,15.5741805
21.039237,19.097763,13.214323,5.200434,9.151391,7.330883,10.108175,15.095314
20.512312,20.221331,13.802824,5.834885,9.481447,7.384317,10.593222,14.9968795
20.828467,18.995621,13.564007,5.147563,9.756493,8.132393,9.946493,15.29248
22.198473,19.404191,13.447688,5.517659,9.536456,7.491185,9.838704,15.8674645
21.566162,20.527758,14.0896225,5.200434,9.921521,7.651487,10.539328,15.7438415
21.776933,20.119188,14.0456395,5.623401,10.141558,7.972091,10.70101,15.9592455
22.830783,20.323473,14.227933,5.517659,10.141558,8.132393,10.539328,16.4861705
22.409243,20.221331,14.069994,5.253304,10.526622,7.918657,10.916587,16.4679325
21.987703,19.812761,14.1328785,5.782014,10.746659,8.452996,10.916587,16.367181
21.144622,21.038471,14.42513,5.729143,10.306585,7.811789,10.269857,15.7256035
22.725398,21.038471,14.8258845,5.729143,10.471613,8.613298,11.186057,16.5985055
21.460777,21.344898,14.6584945,5.940626,10.251576,7.972091,10.323752,15.8561765
20.090772,19.506333,13.712495,5.411917,9.591465,7.918657,10.808799,14.8411185
18.193841,19.302048,13.3698995,6.15211,8.876345,7.437751,10.539328,13.535093
17.7723,17.974196,12.4120865,6.099239,8.821336,6.849977,9.623128,13.296818
18.088456,18.484908,12.9078955,5.993497,8.216234,7.330883,9.461446,13.152345
16.823835,17.974196,12.198351,5.464788,7.611132,6.422506,9.51534,12.2174835
15.980754,17.259198,11.921003,6.15211,6.896012,6.582808,8.706928,11.438383
16.613065,17.054913,11.7654265,6.046368,6.620966,6.47594,9.030293,11.6170155
16.086139,16.748486,11.37176,5.094692,6.841003,5.995034,8.329669,11.463571
15.769984,15.727061,10.9946325,5.253304,6.675975,6.262204,8.221881,11.2229795
15.980754,16.748486,11.37176,5.517659,6.400929,5.995034,8.329669,11.1908415
17.56153,16.442058,11.031527,5.094692,6.400929,5.620996,8.976398,11.9812295
16.613065,17.259198,11.653833,4.883208,6.510948,6.048468,8.060198,11.5620065
17.13999,16.339916,10.927022,5.623401,6.290911,5.514128,8.86861,11.7154505
15.875369,16.748486,11.345043,5.041821,6.455938,5.9416,8.437457,11.1656535
15.453829,15.829203,10.8854015,4.671724,6.730985,5.9416,7.844622,11.092407
15.664599,16.442058,11.138395,4.830337,6.510948,5.834732,8.275775,11.0877735
16.086139,16.952771,11.3403175,5.094692,6.070874,5.727864,8.167987,11.0785065
15.980754,16.544201,10.8688625,5.094692,6.785994,5.193524,7.898516,11.383374
15.980754,16.544201,10.8688625,5.094692,6.785994,5.193524,7.898516,11.383374
15.980754,15.522776,10.144414,5.200434,6.675976,4.766052,8.006304,11.328365
17.13999,16.544201,10.7619945,5.306175,7.226068,4.979788,8.006304,12.183029
17.13999,16.033488,10.533355,4.830337,6.510948,5.033222,7.95241,11.825469
17.666915,16.033488,10.693657,5.094692,6.620966,5.353826,7.305681,12.1439405
16.718449,15.318491,10.2292905,5.411917,6.070874,5.14009,7.467363,11.3946615
16.402294,14.603493,9.6046215,4.618853,5.850837,4.60575,7.95241,11.1265655
15.137673,15.420633,10.0131915,5.200434,5.795828,4.60575,7.95241,10.4667505
15.453829,14.092781,9.1622465,5.411917,5.465772,4.231712,7.629045,10.4598005
16.613064,15.216348,9.5637285,4.671724,5.685809,3.911109,7.521257,11.1494365
15.980754,15.114206,9.566091,5.253304,5.685809,4.017976,7.790728,10.8332815
16.507679,13.990638,9.057741,4.513112,5.300745,4.124844,6.497269,10.904212
15.137673,14.092781,8.948511,4.565983,5.025698,3.804241,6.605057,10.0816855
14.926903,14.194923,8.919431,5.041821,5.520782,3.643939,6.766739,10.2238425
15.243059,14.501351,9.179513,4.354499,5.080708,3.857675,7.251787,10.1618835
13.978438,13.275641,8.486507,4.354499,4.475606,3.697373,7.251787,9.227022
12.608432,12.662786,7.8594755,4.671724,4.310578,3.056165,6.173904,8.459505
11.765352,12.560643,7.888555,4.460241,4.035532,3.216467,6.551163,7.900442
10.816886,12.560643,7.674819,4.195886,3.210393,2.788995,6.227798,7.0136395
9.65765,12.560643,7.2473475,4.090144,2.550282,1.934052,5.149916,6.103966
10.606116,12.764928,7.509792,4.618853,2.880338,2.254656,4.934339,6.743227
11.343811,13.786353,7.9403535,3.614306,2.825329,2.094354,5.096022,7.08457
12.503047,13.479926,8.1077435,4.195886,2.495273,2.735561,5.20381,7.49916
12.713817,14.807778,8.6915185,4.037273,3.595458,2.575259,5.149916,8.1546375
11.554581,14.705636,8.6938815,3.931532,3.595458,2.682127,5.257704,7.5750195
11.554581,13.275641,7.6315635,3.772919,3.100375,1.987486,4.880445,7.327478
11.133041,11.845646,6.729547,4.037273,2.055199,1.613448,4.125927,6.59412
10.395346,11.947788,6.620316,3.772919,1.725144,1.292844,3.910351,6.060245
10.711501,11.232791,6.3429685,3.561435,1.725144,1.453146,3.910351,6.2183225
10.395346,10.824221,5.8982305,3.614306,1.450098,0.97224,3.694774,5.922722
10.395346,10.824221,5.8982305,3.614306,1.450098,0.97224,3.694774,5.922722
9.552266,10.824221,5.8982305,4.037273,1.34008,0.97224,3.694774,5.446173
9.130725,10.722079,6.167763,3.720048,1.065034,1.613447,2.994151,5.0978795
9.44688,11.232791,5.9689305,3.244209,0.734978,0.70507,3.048045,5.090929
9.02534,10.722079,5.873876,2.926984,0.734978,1.025673,3.048045,4.880159
9.552266,11.028506,5.946939,3.085597,0.789987,0.865372,2.886362,5.1711265
9.02534,10.824221,6.085249,3.455693,1.120043,1.346277,3.37141,5.0726915
8.919955,10.415651,5.6672285,3.191338,1.450098,0.918806,2.72468,5.1850265
8.919955,10.415651,5.6137945,2.874113,1.010024,0.811938,2.832468,4.9649895
8.498415,10.313509,5.4024215,3.29708,1.010024,0.491334,2.778574,4.7542195
9.02534,10.313509,5.4825725,3.561435,0.955015,0.651636,2.994151,4.9901775
8.076875,11.232791,5.9956475,3.032726,0.900006,0.758504,2.616892,4.4884405
7.549949,9.598511,4.9380545,2.874113,0.514941,0.277598,3.101939,4.032445
7.866105,9.802796,5.28065,2.874113,0.679969,0.758504,2.778574,4.273037
7.76072,8.679229,4.3982625,3.032726,0.019858,0.117296,2.239633,3.890289
7.97149,9.598511,4.9914885,2.398275,-0.200179,0.384466,2.293527,3.8856555
8.076875,9.598511,4.9113375,2.451146,0.459932,0.224164,2.077951,4.2684035
7.76072,9.087799,4.8162835,2.292533,0.019858,0.544768,2.670786,3.890289
